client_id,gendr,bal
4560228,M,98419.63
1592329,U,27189.73
5115750,F,351838.75
7885704,F,34564.77
2876901,U,47348.43
2365190,U,30376.22
4516383,U,91159.68
730546,F,33972.98
1860982,U,98988.68
1945276,M,91623.79
1525212,F,72424.96
7139038,U,31918.65
3678422,M,339660.53
121354,U,35592.44
7597197,F,60175.34
8806527,U,55742.18
4561742,M,240993.69
8011247,M,31921.91
6689398,M,89224.4
5416822,M,40549.95
3093790,F,107604.36
9625688,M,91643.57
7280817,M,192518.99
6055529,U,48601.07
6679780,F,36978.84
2668008,U,38654.73
9247669,U,414323.08
7704754,M,31514.34
3455403,M,73520.62
3930919,M,64113.1
2615801,U,72480.08
4110312,U,36933.26
7794321,M,37879.82
1165994,U,226833.77
5650730,M,474954.32
7695537,U,174976.66
3545210,F,47993.13
4149206,F,27023.89
3431014,M,163374.12
8972482,M,396305.98
151444,U,34814.84
3778929,F,300637.25
9341975,U,28038.0
9070908,U,55787.69
3070720,U,47151.82
1840230,U,163702.92
4761400,F,71982.87
312094,U,58108.74
9435892,M,86797.8
3270955,U,37672.53
6840204,U,31129.41
8971654,F,71995.54
7288041,F,43742.87
3143881,F,53080.91
340192,F,321351.47
7845532,F,187639.61
4447192,M,40191.39
5119615,F,243282.69
976546,M,59503.19
4644384,U,35975.52
4028430,M,87207.53
2519481,M,143769.09
4412954,U,101928.87
9635691,U,31486.81
3362778,F,127314.89
5687972,M,24919.16
8676893,F,88968.26
4399072,F,117836.94
7705023,F,60526.87
4260236,F,58615.38
8368220,U,36539.12
6929446,M,326957.19
1524426,U,53131.28
1105924,F,96007.87
6770720,M,1907094.11
5572217,F,30552.39
3604010,U,32731.37
8506583,F,51726.56
4853148,F,190619.33
425532,U,112715.89
7307378,M,36397.41
929350,M,190530.62
1435050,F,1589727.12
929038,U,125733.21
5205837,M,114022.38
5754354,F,34866.45
4231609,U,39335.9
493194,U,66942.64
3706067,U,167990.39
5474772,F,168966.38
3937930,U,430081.07
4088467,F,103756.74
3767937,M,47734.69
278839,F,33051.97
9989642,U,202064.63
8789491,U,40487.93
692622,U,31803.51
8253877,M,120874.88
1168373,M,57600.69
5981232,F,26837.74
461846,F,43246.11
9821262,M,1141653.05
416346,F,216389.25
7185880,M,96721.08
3460496,F,31438.76
39968,F,58599.55
9262445,U,29672.82
171583,F,125100.63
8730282,F,464879.31
7412471,F,144559.55
86877,U,40308.74
7669500,U,64159.92
6488984,M,73552.72
327151,M,214762.73
1413769,F,48092.82
3246979,F,264334.41
7056174,F,433799.34
7205884,F,34281.18
6201791,M,51930.13
3527743,U,27047.89
7018468,M,106785.05
1949872,M,132243.6
1056722,M,45437.91
1887639,U,174510.75
7153152,U,207071.7
1897278,M,63939.61
820519,M,384904.34
4653489,U,31650.51
3660141,U,37244.36
6815257,M,92157.08
9767681,U,50914.39
4474907,U,31930.31
6717435,U,99839.96
6958124,M,148741.47
5869570,M,25084.35
979208,U,29760.54
681824,F,34537.7
9006366,M,46898.97
8274863,U,31559.84
4055202,M,118923.62
9358802,F,109642.16
5749370,U,50677.64
8333682,F,36660.31
203223,M,1113383.46
9153853,M,97065.25
9546409,M,117906.94
3544760,M,122671.45
9308901,F,41536.96
72395,M,208866.05
2346575,M,61693.2
7995744,M,57533.84
5078188,F,49445.68
6250726,U,40124.17
7434562,F,25963.06
4877364,M,2141137.39
3736142,U,45584.19
9863604,U,36436.59
8284433,M,53551.9
7183351,U,78197.02
3959099,M,48712.08
4362459,F,35035.3
3083365,U,1260146.57
556698,U,164270.9
4333518,M,39164.23
6540065,U,52180.97
1646150,M,361345.09
6550550,F,32744.96
4319069,M,55169.44
5931603,U,66328.35
2938423,U,25590.73
2215051,F,122246.45
2952627,M,34979.78
2790667,U,44144.34
9027736,F,217728.64
7240133,M,62814.58
6196555,U,310089.38
6012640,F,89726.89
5966661,U,39556.42
1820934,U,40535.55
7190256,F,53434.93
9048757,F,591058.35
5937897,M,482055.17
560810,F,57175.22
704762,U,83788.5
1350724,U,38033.55
9234234,M,65872.88
6765972,U,24701.85
8037116,U,30552.19
2754680,U,247752.24
8984143,M,26248.41
9797884,U,77371.49
7680980,M,117685.13
4928575,F,30975.55
2406021,M,483324.86
1908158,F,161959.26
881563,M,477340.15
2653016,F,273573.13
548340,U,38001.58
2609914,F,79648.2
3055755,F,59154.02
8798149,F,218582.15
4278502,F,86769.69
5004793,F,90540.4
1040359,U,50844.64
1334827,F,76572.53
8945610,F,170208.0
9371037,M,181523.87
2509909,M,120915.34
2600705,F,1278380.81
3442959,F,35656.28
9207047,F,29978.94
3991847,U,28189.91
2959476,F,47887.98
973686,M,44990.49
7988248,M,42138.14
3158341,M,1581691.79
9373092,F,59201.04
7561241,U,1475524.6
3590454,F,156109.43
4374343,F,180359.6
1025015,M,163637.52
6524861,F,162005.73
3668675,F,48875.46
8257047,M,34710.92
1753961,U,48917.99
9432051,U,99532.56
9591707,M,34721.08
5522802,U,66114.18
5319506,U,44387.04
6399171,M,119445.0
7569257,F,33294.92
547839,F,75677.53
5781524,U,55532.59
6286537,U,31480.81
2529465,M,60796.07
4937056,M,65365.75
3132961,F,23790.4
6248651,M,24110.09
7187827,F,156436.79
9516559,M,32127.71
2166490,F,249320.51
9876315,F,121203.96
9795687,M,65376.95
3573589,M,57971.45
6082639,M,208786.33
8163796,F,126817.43
3191374,F,57619.25
3334174,M,238363.85
2057447,F,55884.24
3778920,F,33825.01
4834461,M,522457.42
2365886,M,234993.23
4848480,M,34901.03
7656967,F,458857.19
6559072,F,54249.96
2960870,F,190176.39
399690,M,34994.41
3319565,M,23985.65
470365,M,35829.85
5769715,M,75862.58
8336549,F,115872.65
7313442,M,72468.71
327337,M,699374.23
4296369,U,29708.73
1830058,F,1823190.18
3337300,F,23809.67
272484,M,302145.66
6666419,M,29272.36
8830618,U,42213.18
8306917,F,358021.67
8068242,U,123841.85
2697914,U,77452.7
8730685,M,236328.14
5894819,U,88612.23
3539231,U,60709.59
9484909,U,51542.32
695585,M,121101.26
2485287,M,190218.43
736752,M,74871.78
1597883,U,48374.16
675111,U,53545.22
5116128,F,970272.0
3194104,U,34921.18
7151522,F,216668.43
3319635,U,100239.82
3197890,U,33357.63
28857,M,104511.86
6334676,U,175190.2
7781717,F,77832.85
1465714,F,867380.83
6020962,M,98550.05
2472976,F,661718.34
7020609,F,333574.56
2956739,U,28462.57
5517122,M,132760.77
1241733,F,36977.48
4458772,U,34751.19
242235,M,205171.12
8544599,F,36103.57
793692,M,62786.71
595241,F,27579.24
9590571,M,265461.39
6206582,F,129093.94
5954855,M,264983.04
5076263,M,116576.29
9957845,F,110140.17
509544,F,27084.14
8969191,M,132946.55
1288843,U,163709.74
4319222,F,33047.84
9092174,M,67734.59
3086399,M,166456.55
730801,M,47511.33
5552968,U,24268.41
4366496,M,315341.78
6615925,M,38937.73
9493249,F,89903.73
3290004,F,81594.69
4866771,U,41797.76
9517536,U,56202.07
5293569,U,29224.47
9754728,U,128306.51
3777909,U,48953.18
2515665,F,46489.4
198935,U,61573.14
2449759,F,117408.12
6641855,U,81186.79
3874169,F,63217.28
392459,U,172748.2
3806151,M,157278.14
7414306,U,65259.08
9295772,M,26280.29
3887490,U,59466.35
9138140,U,45754.98
1346,F,822512.91
1814940,U,69194.14
9075393,M,484570.93
16095,U,81652.98
533553,U,147539.34
7452449,F,131965.16
5142178,M,69415.56
9081837,F,54398.54
3022895,M,104042.72
6768127,U,32021.98
7244004,F,755138.47
4405688,M,47707.67
2658149,M,432275.28
6373368,M,42066.73
1007748,M,1423149.03
5092651,M,80859.04
9449889,F,28841.06
8088920,F,112148.91
4153564,U,30792.02
1805954,M,116484.7
1990964,F,27152.18
811242,F,79386.39
6380474,M,159277.65
5690823,F,95056.95
9105369,F,31407.18
4494336,F,403398.69
7198363,F,47997.07
5644663,F,117064.95
1695407,U,61656.99
2948165,U,291652.19
9714140,U,476097.95
2826516,M,63922.21
6877738,U,29156.86
9040967,M,28705.23
3367073,F,36534.7
943015,U,45776.16
1020634,U,26795.08
7718817,U,30028.77
1829130,F,24154.48
9336495,U,56490.0
8722759,M,46500.72
4952288,U,49821.15
7953367,U,160537.78
5870441,F,97090.46
3233554,M,314901.35
4787368,M,97061.72
6930182,U,631622.26
4738519,M,440046.52
6604463,U,30971.3
6050973,F,54681.51
5579672,F,26031.52
1290934,M,27826.43
7024366,U,35832.59
663941,F,168467.47
1196376,U,270343.52
9229226,U,352199.83
2985233,M,307725.49
2186143,F,519393.29
6567268,M,68955.82
8732389,F,100531.17
7038187,M,123618.14
8047484,F,47198.83
5101399,M,247864.61
8381127,M,135540.13
7396309,F,49312.45
1792552,M,51534.08
848570,F,137937.4
3452850,M,35081.79
4786414,U,75595.38
9598074,U,155403.85
2968201,M,85169.31
8169732,U,37222.41
5156720,F,59922.95
4333852,M,1854093.26
83683,U,62792.96
7236024,F,75865.33
3953921,U,170372.16
3899785,U,30797.96
8060496,U,269663.73
8682039,F,97404.34
5798572,F,45618.71
4656898,U,183651.1
2865677,F,35881.65
8832236,U,88742.27
2691632,M,63662.29
6842137,U,67474.85
3041776,U,418391.2
3167061,U,73866.65
6514104,U,32871.29
2839247,M,89199.12
1903850,M,89803.44
3992853,M,28687.18
187901,M,166577.95
6331923,F,49355.79
2941394,F,84883.8
2663775,F,125507.31
5337525,F,36330.36
967593,F,177660.76
1667795,U,42911.97
6991948,F,475881.98
1391630,M,64239.83
5085938,U,58761.43
9844262,U,48165.26
2013867,F,248229.05
8538985,U,120754.36
8444793,U,60750.63
2833480,M,1932983.22
5829248,F,150492.49
7891259,M,140554.9
6603420,M,234991.91
8847388,U,418289.21
945109,F,66514.32
930596,M,125320.25
7158443,M,51518.19
7521207,F,198599.66
1098398,M,55343.77
6885626,U,81127.64
4409593,M,42102.63
7213148,F,147492.48
6772022,U,43808.15
6004537,M,32038.37
5357266,F,284882.52
3749858,U,65648.85
1152607,F,30683.73
2029226,F,58747.31
7570180,F,65175.41
7972854,U,65002.97
5559456,F,105998.2
3329950,F,35280.3
1972780,M,173597.48
2050426,M,30218.54
2475990,F,124658.62
6511554,U,76809.93
5961178,M,23801.27
4238252,M,42379.63
3999026,F,148948.62
8074391,M,68527.78
1505011,F,61272.25
8363051,F,144614.84
3966756,U,65445.58
7627270,F,67746.65
2111761,F,68534.83
6080815,F,565649.57
2211630,U,129516.76
6005237,M,316819.46
8404715,U,72998.16
1672032,U,25412.61
8803272,U,43071.9
3603649,F,108788.41
8004671,M,489905.71
3695599,F,38943.26
7861570,U,24459.55
643544,U,33326.94
8128275,U,55248.32
7542559,M,32030.79
3145774,U,69513.07
2608155,F,39502.38
9224876,M,53436.64
6746595,M,509591.35
7176632,F,29811.11
9409347,F,168566.91
9963117,M,80979.41
2769229,U,53172.03
4508825,U,42367.95
6865229,M,322464.82
5447175,U,88442.37
918538,M,118367.28
4244298,F,153623.34
1002041,U,43898.35
8057539,F,68261.8
9436140,U,31870.51
3240177,M,1848983.11
3388462,F,111566.5
5334594,M,26278.23
2765161,U,30880.06
1473236,F,65235.97
8058142,F,30796.32
5751427,F,105952.34
2455070,M,44355.99
1088201,M,23926.17
5283980,M,66645.02
1687262,U,43817.08
3010146,F,61579.65
9121026,F,36726.06
7447069,U,134579.89
3782508,U,61363.22
9068680,U,79433.7
5518659,U,68826.08
9861727,M,198388.62
1396964,F,33255.12
7245855,F,312255.83
8248476,U,46581.51
2258357,M,60793.74
1111086,M,106835.81
5572873,U,117205.3
6299914,M,69681.22
4690774,U,32927.7
3990599,U,59692.11
4919508,F,301361.51
3058849,F,325994.23
6941992,M,1168561.36
5336299,M,2827886.48
7082310,M,200227.17
8950411,F,504238.21
1879312,M,31770.84
3959519,M,100537.57
8610616,F,41331.41
6102903,M,130502.19
6669765,F,69038.94
1180546,F,490488.38
1721941,F,199023.82
700784,F,161893.45
9552319,U,61765.28
9255104,F,129102.47
3149079,M,45682.95
5153501,M,64424.54
2122736,F,34972.71
1275733,F,386433.71
6711443,M,24835.42
8422642,M,85844.09
4863224,U,36137.51
546337,M,74903.9
3537735,M,32973.43
9218358,U,427649.23
8343009,U,33781.57
7191234,U,42091.15
8794039,F,31003.7
9795049,M,120995.79
8170143,M,409420.35
4012328,M,31865.22
5623848,U,83589.41
8680964,F,57932.1
5255030,F,701200.82
4856097,U,40126.76
4066207,U,157781.96
4978709,M,73011.66
5258581,F,109165.37
144678,U,51078.88
8215989,U,180906.83
1363737,U,30145.64
3151112,M,37665.89
8588068,U,63304.54
2226478,M,228373.35
5081402,M,77654.37
3172746,F,104267.92
267391,M,31776.62
3450766,F,34345.88
250645,F,194063.35
1866820,M,38470.2
6904931,U,108348.24
5041971,M,103611.59
5761113,U,31656.64
6103153,F,49852.96
7022761,F,96779.0
4580091,M,68303.2
4529371,F,30209.87
6173581,M,159439.26
191300,M,190549.46
6195253,M,79056.17
8505452,M,33051.88
6478662,F,288017.65
8962369,U,69426.35
5910608,U,26220.95
1858800,U,25124.13
2549185,U,42019.73
9516166,U,25854.83
6280963,F,61509.96
3875133,F,425306.23
2420905,U,48504.82
7651432,U,54478.61
6652360,U,427613.28
9182143,M,27976.03
8229804,M,46090.62
5283242,U,58727.15
7631819,U,30155.6
2601202,U,32670.64
8486666,U,43043.86
5141416,U,29947.92
3484978,U,27510.48
8928774,F,153527.82
8017188,M,213134.63
2096040,F,45520.0
4744361,M,74261.24
1671477,M,124442.02
595657,U,35527.99
8048935,M,38417.78
7146195,F,184917.41
4647478,U,494775.64
5464721,U,40701.12
3882086,U,30599.44
4385232,F,62260.69
5490056,M,319613.26
7188669,U,110013.69
9656424,M,162354.71
329574,U,219452.46
2636198,F,386739.93
2495355,U,28789.68
7726175,M,24082.78
737881,F,68296.3
1237163,F,49823.86
3369137,M,366632.27
9395390,U,28285.71
432789,F,145384.99
5249795,M,43042.88
9408869,M,583833.72
7872084,M,107636.71
1024268,F,2000736.92
8644435,U,39481.56
4446759,U,48272.53
6571403,M,346694.53
6208259,M,495793.84
8094167,U,31669.99
2271164,F,116911.74
9243700,F,48410.83
2354204,M,48254.04
6449098,M,34221.83
409787,M,45683.88
7871271,F,103195.78
3737834,M,25147.89
3394004,M,37200.7
7096317,F,30111.95
7494176,F,58093.48
9268374,M,71504.88
3127831,U,113530.7
7045882,U,131458.44
7044362,M,138193.42
6672315,F,74295.6
2240256,F,23801.34
3694585,F,49254.42
3221598,U,26490.75
7149854,U,272508.42
848688,M,163074.98
1374292,F,62159.14
7394783,M,1083099.37
8752868,U,153703.12
3479816,M,139104.71
7203736,M,85030.36
1108090,F,106110.66
1260653,M,27319.26
1112343,M,441813.21
73453,M,1194883.41
6095280,M,50251.66
598705,U,34099.2
7337453,M,674815.6
2680334,M,55883.24
6697221,F,24869.36
3813623,F,122693.36
1978167,F,124991.06
4765026,U,99015.19
3305322,F,115998.6
6112197,M,173609.19
9117250,U,64362.39
5314587,F,183228.79
3198093,F,86944.87
1357384,F,37396.7
4472571,M,55602.23
6721172,M,182748.02
769765,F,53402.89
4630971,M,114591.12
8537217,F,27691.64
5036404,M,25316.19
37423,U,66037.22
4251068,U,446659.24
7864632,U,47719.26
574728,M,1263840.55
782399,U,48875.67
699117,U,27831.84
4890753,U,26866.36
5340999,U,38777.01
4807789,U,55345.46
9068866,U,46623.95
4246602,M,58206.07
8071131,F,29894.84
4089005,U,193896.98
9410507,U,41362.11
6885624,M,166029.21
9354633,U,45745.19
9763536,U,26542.92
2621982,U,50779.36
4743648,U,33080.5
15050,F,65688.56
4267612,F,32358.76
9397973,M,60850.09
9815599,U,213472.78
7467039,U,57190.09
9359463,M,29529.85
1954630,U,30233.68
1200050,M,53907.24
473920,U,78615.69
9547634,F,76213.56
3781768,F,367348.12
1446469,M,66412.49
4542413,F,62789.43
227805,U,91905.05
2560691,U,198155.42
4952273,F,41129.12
7697945,M,295784.56
7154717,M,639231.29
822123,M,51220.01
8062119,M,132776.43
4799453,M,87891.91
3647252,M,2014415.91
1433566,U,156901.27
3918261,F,102279.14
5044560,U,68020.14
2341792,M,53054.89
3597484,U,62269.47
6093544,U,27706.99
4056801,F,83270.08
431627,U,122212.9
4417192,F,66626.95
5120012,M,260405.54
3652385,M,264162.82
3333348,M,225023.34
6909039,U,51527.45
4977984,M,36280.49
2261819,U,48105.94
1198944,M,43874.49
2023072,M,32097.86
1678234,U,291797.7
8257803,M,215062.87
5031199,U,75760.51
3790249,U,48670.34
4379730,M,189544.61
6358660,M,27521.3
7253866,M,250799.33
927516,M,132528.76
8063233,U,40474.58
2550200,U,59840.59
297472,U,34598.48
8646291,F,96467.35
8259583,U,50308.87
9750016,F,26083.83
1677722,U,84063.18
960724,F,46098.71
4060334,U,66534.88
8568326,M,71278.33
6427526,M,55464.18
2122912,F,27522.26
2923342,F,190637.3
7534819,M,184131.66
1256690,M,155796.11
2971820,M,107474.26
4431185,U,445375.51
2909102,M,367249.46
3468813,M,187583.54
5211432,F,50746.25
6953767,U,117905.18
8213521,F,140899.28
3425096,M,158526.65
8007865,M,189216.48
2735635,M,81537.09
4204839,U,53699.05
4315514,M,140620.7
1263455,U,28953.97
1194237,M,150899.01
8103106,U,60968.28
5711578,M,30330.24
5308409,F,40015.63
4885697,F,96886.78
1393168,F,49925.72
3816563,U,44467.87
4876132,F,87829.34
3154747,U,28756.45
4575326,M,37381.48
7065655,U,106932.42
2785387,M,321776.2
8479157,M,24800.83
9485851,M,52000.51
5955812,M,462653.5
2506177,F,91379.2
8400843,U,61219.46
2116239,U,36727.74
6270117,U,85270.8
8699610,U,53779.94
1482272,U,40788.05
5449569,F,34365.62
8836494,U,235446.95
9587960,F,192057.94
4023749,M,177683.26
1278647,U,114020.3
5644420,M,70888.56
55448,F,41450.38
6066023,M,44028.6
6841726,F,45237.83
2566517,M,47815.23
782609,F,130030.28
8650703,F,157729.67
5369253,F,64089.05
5929312,M,263539.35
3954242,F,67027.52
1360394,F,43806.41
3182538,U,83865.11
4953806,M,83329.88
9744723,F,80612.65
3198496,F,166141.27
2138772,F,192836.94
3597029,F,43839.69
2061626,M,118233.74
2837561,U,37582.3
2478041,F,56100.1
719113,F,26948.71
2313292,U,836797.57
4129281,M,43846.77
3639173,U,822716.5
4955883,F,37122.69
293284,U,54494.37
3823935,M,253090.22
64871,M,59767.83
7068283,M,94098.37
631016,F,68757.42
6662779,F,167640.53
5107674,U,155454.87
4520186,F,57748.3
7897592,M,54303.03
4015423,U,47195.66
8180878,F,57571.95
1263597,U,58671.19
3047293,U,84280.26
108335,U,29973.03
8371066,M,134680.05
1981739,F,128772.61
4094092,F,91387.21
7791817,F,152106.76
5299317,U,312395.41
746892,U,32321.97
7140331,F,29309.98
2906540,U,69465.24
4791137,U,366776.94
6088700,U,44267.29
8292253,F,541888.77
1157434,F,32099.14
5333922,M,880558.67
8897392,F,44628.67
9151225,U,171802.14
8404765,M,79533.68
1827753,F,109958.87
2297521,M,105265.84
6454869,F,216386.62
5463895,F,163319.1
2688470,U,39351.91
4578710,F,45883.04
4701250,M,120255.34
2434945,M,77731.46
6352249,U,91887.37
5621250,F,97562.19
4351510,U,109918.15
2857106,M,55346.34
5629464,U,84489.34
6061814,F,31293.3
9188669,U,31484.64
5047201,U,44827.57
8627399,U,256239.03
6371350,U,40954.39
8031718,M,156040.27
1939550,M,45599.37
7352107,F,50801.39
2687712,F,51092.18
7992942,M,141331.6
2937341,F,108300.62
643862,U,34433.35
4418447,F,35251.22
7331194,F,36861.96
371162,U,762899.89
2495100,U,27930.15
4534151,U,60506.61
6375858,U,82309.46
6602220,F,123715.52
2131692,M,702659.88
3994586,M,93469.42
6895833,U,42811.36
1314809,U,75278.48
2153015,F,62099.32
6180572,U,106131.33
747959,U,36866.6
8778575,F,153524.66
3879152,M,66247.85
7392118,F,84616.32
2735502,F,88983.3
5297874,M,42964.47
846051,M,144021.92
1669101,U,34772.54
3070675,U,95521.2
2582853,U,158633.19
7582150,M,61924.57
7335405,U,282049.14
5283991,F,81276.25
3267960,M,277296.68
5395585,M,27555.87
8125499,F,1640901.12
2321427,F,82092.04
7777699,M,64476.1
8823513,F,68039.73
3724060,M,133367.95
4746162,M,192811.29
1453854,M,31925.57
3037751,F,47194.02
7208557,M,90009.18
5576912,U,47460.43
6716899,U,49372.05
3500596,U,319781.56
663694,M,64107.99
8975499,U,925292.65
7283745,F,194524.0
9908836,F,79345.31
2571101,U,113603.62
8509031,U,49262.95
4539437,F,25128.69
3532521,U,44888.29
7016459,U,250759.92
6576518,U,42292.86
7672522,U,31037.6
5713590,M,146725.35
4321055,F,820038.28
491779,U,162485.83
9830820,F,125110.74
4815206,M,147702.48
949210,M,1219029.31
5777101,U,329723.45
9683640,F,291361.37
4463047,F,24778.28
6218926,M,480207.9
4365782,U,433254.29
1124273,M,542726.99
3729817,M,36449.61
5297688,U,88803.67
1260635,M,707082.16
6042231,F,35763.55
7407505,M,88038.04
9813394,F,116530.09
6240210,M,320368.94
1495053,U,142668.25
7956919,F,47070.54
7994112,F,299616.14
1494066,F,157944.04
3754992,F,66655.71
761720,U,68112.34
381660,F,224315.59
5618380,F,59913.74
6679090,M,135827.47
1756570,U,28063.52
6188893,F,44530.1
9720345,U,39945.94
2895726,F,149338.68
3678586,U,71347.44
4079311,U,154486.95
5191995,F,285217.68
3143682,M,80550.3
5958284,U,31005.04
9337989,U,72844.61
2217601,U,42622.82
446547,M,195119.96
2395301,U,65982.41
9219098,M,290540.99
6571183,M,248725.62
4374192,U,26734.49
3833983,M,67014.87
8053344,F,195083.52
8207265,F,114365.15
9500922,U,32782.5
4308718,M,173606.54
3160757,M,27990.49
6147316,M,314794.07
4998418,F,149404.69
1387501,U,47609.54
2106310,U,46723.89
1547183,U,119714.16
4639557,U,62112.46
3862223,M,79305.45
655871,F,24644.39
4911800,F,25663.79
2760021,F,26882.91
3634758,M,469366.35
1330615,M,35553.33
8004609,F,38574.85
2323407,M,46977.35
627525,F,335694.77
2339348,F,101211.05
1982897,M,88933.29
3058053,F,862784.95
3222523,U,229753.09
9609929,U,31968.26
3836344,U,31832.87
3708082,M,236323.11
7821417,U,39387.3
4659938,U,251195.51
1208645,M,88732.47
5937217,F,34035.22
6247455,M,29867.55
460269,M,28123.83
1493662,U,67119.26
9943578,U,55665.07
415987,U,44484.44
7230520,M,44046.79
6247193,M,26513.85
2380192,M,828492.81
5681335,F,26318.12
1257351,U,98648.18
8196637,M,36576.01
8900388,U,62780.79
8212764,F,67931.72
7812434,M,40220.11
3128149,F,110412.63
9593338,F,28638.71
4730148,M,77864.44
8720975,M,849957.89
44995,M,30987.82
5756352,F,41860.04
7788831,U,48806.16
9885283,M,407192.35
2628355,U,31100.2
5512095,U,30870.68
4414915,U,35106.58
1432192,U,31621.52
6815832,M,60514.56
3057486,F,37768.61
2969219,M,79003.42
2041298,F,34303.2
9194619,M,24801.6
9605067,F,35260.3
9157635,F,115610.72
1109597,M,98492.59
511906,M,74598.78
3813598,M,171684.97
7608061,M,28609.78
5584449,M,139730.94
8413740,F,27378.06
9639863,M,341986.13
535999,F,127493.82
4286237,F,32577.78
169620,M,71357.02
6930466,F,45693.21
8420369,M,160804.86
8667436,M,162365.03
4245543,F,52818.09
4719350,M,104434.68
3827180,M,2631231.57
965832,F,44131.88
2763758,F,29182.97
9677140,U,82583.99
6032992,F,54914.5
1983405,F,62774.51
8968789,U,151035.38
6934164,F,71725.22
3710401,M,845281.67
7670792,U,50061.7
1236099,U,65227.04
2846274,F,68943.85
3875884,U,48809.88
8496594,M,367516.61
135254,F,94161.15
4371396,F,80321.47
7313502,M,126297.02
2128476,F,109020.27
8051726,U,202919.62
59860,F,99777.08
1304236,F,51384.65
600711,F,115979.91
9983426,M,147826.76
8757410,U,49148.38
6702347,U,319497.5
3688039,F,28236.92
672908,U,49400.94
3777319,U,56690.37
1990675,F,30763.12
8908476,M,24891.38
9777569,U,139142.39
4609176,F,181794.67
4264468,M,55374.32
7013272,F,132927.4
3688173,U,35965.17
1051166,U,35799.32
929741,M,210612.14
4216889,F,102647.6
293082,M,168636.91
5716726,F,107930.1
4966474,M,515053.79
7021345,F,65245.97
4717410,M,91475.84
347328,U,34682.89
779244,F,104185.49
4825433,F,106251.3
2235488,U,46774.26
8389512,M,996535.6
2120274,U,57649.9
7479732,F,80856.58
318831,F,65693.7
2243728,U,89661.46
2933864,M,118360.38
9405780,U,56128.44
545824,U,51606.4
2305813,U,77522.61
6824369,F,49377.18
1240218,M,77830.67
1712416,M,492282.74
5593754,M,47316.31
6604868,F,111701.9
7630828,U,41541.44
2907270,F,64206.97
7369782,U,223227.66
9760523,U,54508.79
5026800,M,80832.62
3025280,M,108110.69
5242916,M,54368.62
6853601,U,36002.1
6110143,M,99554.43
4986682,U,33379.25
8297953,U,31398.74
4006775,F,62676.19
1762647,M,126361.1
5463569,M,339033.49
8585280,U,51178.64
9319758,M,24021.34
858693,F,1435686.12
5199600,M,594473.59
